id,price,price_currency,manufacturer,beds,baths,lot_size,image_url
5d5fc1cf55174f0dbb8df25ee6a55688,330000,USD,Exit Realty Number One,2,2,6534,https://ap.rdcpix.com/1315108019/f29672cb880f6b0420c5614a29cb959al-m0xd-w480_h480_q80.jpg
d1ad4fecea654c32935dd6197273d89c,370000,USD,Go Global Realty,5,,8276,https://ap.rdcpix.com/2082872390/152ee7d72f171b2c7ba97d33df77674el-m0xd-w480_h480_q80.jpg
7aeaeda7d7a84293b7860cf77427fbcd,547000,USD,ALL VEGAS VALLEY REALTY,3,,9583,https://ap.rdcpix.com/1871910867/2d2f1e72b4881c2f4fd67dd9a8f59649l-m0xd-w480_h480_q80.jpg
d4ac00ab0ffb4a9fb2f4237eba7b64fe,,,,,,,
bd5be1167d3b4c17a9b43a7a208762a2,,,,,,,
0d40573c22bc4ceb8b8de8ee2d7d16f3,290000,USD,Vegas Dream Homes Inc,3,3,2614,https://ap.rdcpix.com/1036643283/52e231d7144262964578dbe1df6edf8cl-m0xd-w480_h480_q80.jpg
767f5e7a0b44488f8b699ef0f3cf0e40,355000,USD,Signature Real Estate Group,5,3,4792,https://ap.rdcpix.com/244157537/7e524e84b47770a4a653298d232a80cel-m0xd-w480_h480_q80.jpg
a74c9d061d584cc2964b00af1a3db94c,236000,USD,"Od Nevada Brokerage, Llc",3,2,3920,https://ap.rdcpix.com/321013193/4b51d59e31f0ba9cdf26f32637f402f3l-m0xd-w480_h480_q80.jpg
288d068ab2284b4c9a166500794dc53e,279900,USD,Gk Properties,3,,4356,https://ap.rdcpix.com/384517549/8e121be09eb15bde4286a6ea22de7d6al-m0xd-w480_h480_q80.jpg
b4dd4fc7080942d39867d26d0775998a,310000,USD,"Compass Realty & Management, L",5,,3049,https://ap.rdcpix.com/1886345276/557f72c8601db246642fa975320ab5c2l-m0xd-w480_h480_q80.jpg
d9f7c49ec6064b09b0bf2f8282847639,224900,USD,Realty ONE Group - SUMMERLIN,3,2,6534,https://ap.rdcpix.com/970196045/8e72f54d4a5c78576977e7ab8cc8828fl-m0xd-w480_h480_q80.jpg
42bb1e651a0d48e48f4e5861fb5b5af6,499950,USD,Luxury Real Estate Advisors,2,2,,https://ap.rdcpix.com/1344974446/c3f0a71853aa9f4f531c860c42e8a9adl-m0xd-w480_h480_q80.jpg
2d6376be4bca4c0b983228c2c0caa673,355000,USD,Reflections Real Estate Group,3,2,,https://ap.rdcpix.com/967718852/9cf69742d56482d3c97010a8c43ad025l-m0xd-w480_h480_q80.jpg
b4963902e40b4993b97ea7e071af11da,,,,,,,
bb11985cf9c342119a301b2978aef3f5,,,,,,,
d52523ddf7e944d0ad184b8084928d89,470888,USD,Platinum R.E. Professionals,5,3,7841,https://ap.rdcpix.com/1375527190/e15a06850dcecf77a865583a14ed83f6l-m0xd-w480_h480_q80.jpg
e4fe8c034d854ce2af224de62f83e873,360000,USD,Keller Williams Realty Las Vegas,4,,3920,https://ap.rdcpix.com/994861683/1a1bd427c1f008f68c70a4113fde5f7el-m0xd-w480_h480_q80.jpg
7994abd5716e4c8dac62e7ee67b3b725,325000,USD,Keller Williams Realty Las Vegas,3,,6534,https://ap.rdcpix.com/555535631/c9003e0797c701be4de1a0dddaea2dd8l-m0xd-w480_h480_q80.jpg
c75c374a13954eb996c31410c61679ac,239900,USD,Platinum R.E. Professionals,2,2,4792,https://ap.rdcpix.com/528445487/cc966a9d204b880fbab84a635a8eb167l-m0xd-w480_h480_q80.jpg
06f6e61548f447caa3364b008e703e84,420000,USD,Urban Nest Realty,4,,5663,https://ap.rdcpix.com/2094372281/7920f2ac10c487712092de19694c942dl-m0xd-w480_h480_q80.jpg
27d0af2facb54c428d4ace542c1649a6,419900,USD,Urban Nest Realty,5,3,6970,https://ap.rdcpix.com/1791584508/df54a4be09aec535fa5ec550bdc662b5l-m0xd-w480_h480_q80.jpg
665a66aed3fe4185a180aa59de0c04de,249900,USD,Simply Vegas,3,2,9583,https://ap.rdcpix.com/87565918/155058342b732a27aaaacf81e01925d6l-m0xd-w480_h480_q80.jpg
7d136a9ff73a4d358c4ba9da6253f768,425000,USD,Simply Vegas,2,2,6970,https://ap.rdcpix.com/814921673/b31c00833fd354fff69beb4c81767dbbl-m0xd-w480_h480_q80.jpg
a6c09d4a23394fee98a5298f5900ea83,248800,USD,Bhhs Nevada Properties,4,2,8712,https://ap.rdcpix.com/122181938/481c88eb59dc49561c1741ddeeb130dcl-m0xd-w480_h480_q80.jpg
f59478b075ea4ac39faa86d9914db138,375500,USD,,4,3,7841,https://ap.rdcpix.com/1192743674/f88100c5bb5a94b5d264868c5c3ac75bl-m0xd-w480_h480_q80.jpg
f321ec70298847ee9580c42f8209ca4a,425000,USD,Keller Williams Southern Nevada,3,,5227,https://ap.rdcpix.com/1617184085/96af0c1649307bf8f99f9fe4088caf46l-m0xd-w480_h480_q80.jpg
c393a8eb0b5a4e38865797126a409197,,,,,,,
94bf4be8361c4dfb9e316cafb80b789c,,,,,,,
