id,price,price_currency,manufacturer,beds,baths,lot_size,image_url
0ddeba905eca424a846c432aa9ecd92c,749999,USD,Intero Real Estate Services,3,3,8323,https://ap.rdcpix.com/951616118/23178de391ec0ed9f39fd68dfab3a87bl-m0xd-w480_h480_q80.jpg
29abffee74584dbd8e78a9424c42cc20,599000,USD,Dilbeck Real Estate,3,2,6291,https://ap.rdcpix.com/75397712/65f779ee2b12708c7a489addc0d1cdcfl-m0xd-w480_h480_q80.jpg
cd117f43911c4506847e075808059a52,599900,USD,Keller Williams VIP Properties,1,2,7724,https://ap.rdcpix.com/296195025/f4703b799c35a482bb2dcd9fdf34d67al-m0xd-w480_h480_q80.jpg
cc1e78c6146f474895cfa62ac4eb364f,,,,,,,
1ae142d9e03040e0ad6a423ea87ea406,,,,,,,
b0d980c652a647218528f7f3402dee0f,1495000,USD,Re/Max Estate Properties,4,2,8307,https://ap.rdcpix.com/1189551060/867427a62c9508c019e018b0ec6227f9l-m0xd-w480_h480_q80.jpg
4c183e0cb29f4087b9610e9e1ccd436f,575000,USD,Remax Tiffany Real Estate,2,1,7000,https://ap.rdcpix.com/1455319912/69265e83652637cdf159902fb6d48829l-m0xd-w480_h480_q80.jpg
c0799d0838904eb3b56ed543f829f218,430000,USD,CENTURY 21 Allstars,2,1,2230,https://ap.rdcpix.com/590206542/e08e5a888ddb513b1fdf1c22716f87e6o-c0s.jpg
ce6f014529a84b38bfddfb1ec69e952d,595000,USD,Berkshire Hathaway Home Srvs,3,2,5761,https://ap.rdcpix.com/1195050144/e7b7414eb4e00fb1a300040ada9865bdl-m0xd-w480_h480_q80.jpg
516d82d64f134b1888caaa542a4419e4,739999,USD,"Re/Max Olson &, Inc.",4,3,9451,https://ap.rdcpix.com/2039790421/40a21af57e69cb4b04fb10f7ac98b52dl-m0xd-w480_h480_q80.jpg
8c4295fabfdd49cbbe02b062f1873dc2,1299000,USD,"The Address, Inc.",4,3,,https://ap.rdcpix.com/1865539977/eca4cfe4ea66c2f516cd6af32d10ced5l-m0xd-w480_h480_q80.jpg
67e3973b8f5f430f8a98b4236984daf8,799900,USD,Strand Hill Christies International Real Estate,3,2,5014,https://ap.rdcpix.com/1967905826/c85dfb81314f197699fa9a095935a2bcl-m0xd-w480_h480_q80.jpg
6a31d4296bc04e8e9531481885120f30,285000,USD,The Real Estate Plaza,3,1,,https://ap.rdcpix.com/2039232559/36c907ca8b7eb75aba8a132dd8b67eb2l-m0xd-w480_h480_q80.jpg
0a5b8817a18746e29d829eac82cba377,,,,,,,
bc6871a5effe4292a3bda939bd886359,,,,,,,
4fa71adc4d3944f8893a1c9e152fae40,629900,USD,Craig Gilbert Real Estate,3,,6120,https://ap.rdcpix.com/1696388729/d44864e8fc58c335bdd0c29b29c5e33el-m0xd-w480_h480_q80.jpg
e3815b254d164b509209e7145d5cfe11,480000,USD,Purplebricks Realty Inc.,3,2,7057,https://ap.rdcpix.com/1148191606/b42aaa7328ca0160abde8ba7965ce3b1l-m0xd-w480_h480_q80.jpg
280d93f1b46d4f92bbd6b35e2b9498ff,508000,USD,"Pinnacle Estate Properties, Inc",3,1,8441,https://ap.rdcpix.com/803476665/f9ba69c8f38f53b3aa735f36124be109l-m0xd-w480_h480_q80.jpg
54ac5c4f46cc42828610fd423425d9a3,440000,USD,Taurus Realty Group,2,1,6885,https://ap.rdcpix.com/478179561/6ddd2e3fdbb985075c9979cac33e6cdal-m0xd-w480_h480_q80.jpg
a2ac69bdeac8412e887982a3c355947a,450000,USD,"Kam Financial & Realty, Inc.",3,3,5003,https://ap.rdcpix.com/1876634154/eeedfcef91ff21e021b1ea7836d2220el-m0xd-w480_h480_q80.jpg
618a1bb63a194cde8a64470e67a47063,549900,USD,Redfin,3,2,5395,https://ap.rdcpix.com/1829527862/d70ad02a39f5bc88138bb2d2f43f13d5l-m0xd-w480_h480_q80.jpg
1e6c4bacb728401fa0f4537a3e8cbd20,1650000,USD,Keller Williams Realty Hollywood Hills,3,2,6793,https://ap.rdcpix.com/1394824369/d6afeb9be6e8ee98332ad5c4fcaffc68l-m0xd-w480_h480_q80.jpg
bbc59660d9ab4c9693f29a4c2a8b9da4,599999,USD,KHORR Realty,2,,4370,https://ap.rdcpix.com/294586216/d6dc81cff57c245b4a4336860af3c0d1l-m0xd-w480_h480_q80.jpg
9f3fc24308064d9e95fe32cd201286a5,825000,USD,COMPASS,3,2,5653,https://ap.rdcpix.com/1013822540/10da9dbf21589f8c3a922910d9d43ffcl-m0xd-w480_h480_q80.jpg
