id,price,price_currency,manufacturer,beds,baths,lot_size,image_url
401c38281ef54bdebc238e001e131d58,995000,USD,Rapid Realty Premier,6,4,3200,https://ap.rdcpix.com/1750762436/54db91b95b60110bd8391988170bf148l-m0xd-w480_h480_q80.jpg
8d32fb9dc1ec4cafa89408725c89da74,759000,USD,Coldwell Banker Kueber Realty,3,2,2000,https://ap.rdcpix.com/1196548299/dcd26eedbb1665849c1d0f5e4dc79822l-m0xd-w480_h480_q80.jpg
06ef17a7f88a4a8594a66d2b28d18917,499000,USD,The Corcoran Group,1,1,,https://ap.rdcpix.com/2040680741/c72e9676867bc5fd962c41e13bc1d3efl-m0xd-w480_h480_q80.jpg
0ffc6a666e914df686da954309760d33,,,,,,,
f31bb64b78af4841adeaaf59f695a908,,,,,,,
5b14eacea8254d108d730c1398b051d4,688000,USD,Re/Max Elite,3,,2500,https://ap.rdcpix.com/1523197438/fe855551e946a1d27779e2b3c45f3974l-m0xd-w480_h480_q80.jpg
08d4ac202a4e489c93fd9a65dd64f953,729900,USD,Keller Williams Landmark II,3,,2200,https://ap.rdcpix.com/139714321/66bdef2486444b3000f37660a0b1079cl-m0xd-w480_h480_q80.jpg
8819f3205c334ef4bb192408aee4c201,435000,USD,Hay Ny Realty Corp,3,,4080,https://ap.rdcpix.com/1266749073/d70a6c3dd5ad22b4678547a700c7f17fl-m0xd-w480_h480_q80.jpg
60c04da57fc143b590ee5e7db6a7655b,1599000,USD,Douglas Elliman - 575 Madison Ave,3,2,,https://p.rdcpix.com/v01/of4c12200-c0s.gif
66659680d64c4289a3bada1bfc149d68,629999,USD,Purplebricks Inc.,4,2,4230,https://ap.rdcpix.com/2037330343/020b774df37b5f872fb5c8c9c8f5814dl-m0xd-w480_h480_q80.jpg
1311ea40634044a2a27d602f187dc870,523888,USD,Douglas Elliman - Queens,4,1,3000,https://ap.rdcpix.com/2092459869/f1ad35e88daf3c26296e743f8344527do-c0s.jpg
bd650331a0954b5aad4f36acd6b98d7d,999999,USD,Exit Realty First Choice,3,,3800,https://ap.rdcpix.com/1120001422/b5a59799d6d2b9b5b9172f6bb12699fcl-m0xd-w480_h480_q80.jpg
63370ba466d44980ba28c6f080224243,599900,USD,Spiegel Realty Llc,4,,2468,https://ap.rdcpix.com/2052899033/aac9bc7457a4c919b50bfb033c3eaf10l-m0xd-w480_h480_q80.jpg
594bea3da8ea40e983404bc789f1739a,,,,,,,
3bd7147db4a146beac3b1e7530d62a7b,,,,,,,
0d29667b4dd14883b1925d2ee3722297,1125000,USD,Corcoran Group - Park Slope,1,1,,https://ap.rdcpix.com/874951483/c9f13dcc8918f1dd49bdca7bb782c42ao-c0s.jpg
8f61689c44e74e0d98a31f90dff8af86,1059900,USD,East Coast Realtors  Inc,3,,3700,https://ap.rdcpix.com/1399453107/c5d377c97cf2a050738bf3b208d93ae4l-m0xd-w480_h480_q80.jpg
09beff959a3b4eadb7c2b1b10cd4429a,808000,USD,Keller Williams Realty Empire,3,2,3400,https://ap.rdcpix.com/611548441/b20e4ad86c4d3bf3fbf1e4c2ada24922l-m0xd-w480_h480_q80.jpg
adfade089881428984dbe229bac51e42,750000,USD,qvtopservice,4,,2000,https://ap.rdcpix.com/1785321413/7be659f7377c4db22d7e947a3450d230l-m0xd-w480_h480_q80.jpg
f8272548b38d45a89b992a67dcb2b3fe,438000,USD,NEUHAUS REALTY INC.,1,1,3375,https://ap.rdcpix.com/1972219137/9a28a013b4789984358ccb901c497880l-m0xd-w480_h480_q80.jpg
99df9071ba9f4ca5801ee0a3d91bbf39,1180000,USD,BERGEN BASIN REALTY,5,,4000,https://p.rdcpix.com/v03/oc4970d00-c0s.gif
8ddde36c1dd344e48fc9993a45ea2056,1100000,USD,"Robert Defalco Realty, Inc.",5,,,https://ap.rdcpix.com/308267101/1c7767d647d38cb4401f1912998f4f20l-m0xd-w480_h480_q80.jpg
53ff6be1f72b45e386ad7399c06d2b67,789800,USD,"CANGIANO ESTATES, LTD.",4,3,6610,https://ap.rdcpix.com/1305919091/a1aa919468710fced44d0d170afa8960l-m0xd-w480_h480_q80.jpg
eb202217355b45ef9c3af63c66ee70f4,1100000,USD,"Robert Defalco Realty, Inc.",5,,,https://ap.rdcpix.com/1013670443/9a15ac11fd892d82f2c120f9efc90975l-m0xd-w480_h480_q80.jpg
7787c62fda9d4df59269a553b612f861,775000,USD,Connexion I Rl Est Svcs Inc,4,2,5000,https://ap.rdcpix.com/734169046/b40dc0752805f69a465234dbf9982571l-m0xd-w480_h480_q80.jpg
de3a6e93d79c4162ba0385599dcd09d6,1399999,USD,CITI HABITATS,8,3,,https://ap.rdcpix.com/1200559829/2d5c5d20f86025b001038b26e0f87916o-c0s.jpg
23ab64867c6e44b5990fdf890c6441bc,,,,,,,
b60333ac569941abbb522dd9933ffc30,,,,,,,
cb6a46dc13e3413e951aaf46d9f4f0f5,665000,USD,Thomas Gugliucci Real Estate,3,2,5220,https://ap.rdcpix.com/428191342/aca0f01e2f6a48c9ef28e8bfd261121fl-m0xd-w480_h480_q80.jpg
05cb3d2e6b614c999991928b91fd4b46,1395000,USD,Corcoran Group - East Side,2,2,,https://ap.rdcpix.com/874951483/c9f13dcc8918f1dd49bdca7bb782c42ao-c0s.jpg
1e5e5a3e331645aa80dd14c47c625bdd,750000,USD,Corcoran Group - SoHo,1,1,,https://ap.rdcpix.com/874951483/c9f13dcc8918f1dd49bdca7bb782c42ao-c0s.jpg
bc7bf6c035394defbe1ea277bf1c5a00,569900,USD,Langer Realty Group LTD,3,,2100,https://ap.rdcpix.com/1235899497/5026876b190fd34095b4caf0666b3eefl-m0xd-w480_h480_q80.jpg
694462034f9246c2a4bc6a6e7aa35147,2199000,USD,ReMax Edge,3,4,4000,https://ap.rdcpix.com/78249501/5a24af3c8525bf091d37465ba255a3a0l-m0xd-w480_h480_q80.jpg
96bc5887e9304c21a84609cf170bc8af,1550000,USD,Corcoran Group - East Side,2,2,,https://ap.rdcpix.com/874951483/c9f13dcc8918f1dd49bdca7bb782c42ao-c0s.jpg
e8b0848857c8493fb17d273922da9e07,1550000,USD,Corcoran Group - East Side,2,2,,https://ap.rdcpix.com/874951483/c9f13dcc8918f1dd49bdca7bb782c42ao-c0s.jpg
fdaf987e3f934b5a95a6661f6dbab99e,999000,USD,Corcoran Group - Park Slope,2,2,,https://ap.rdcpix.com/874951483/c9f13dcc8918f1dd49bdca7bb782c42ao-c0s.jpg
3e8ae5212d8a48fdb8d68fc2758d77d9,299000,USD,"Lepage, Phillip",3,1,1307,https://ap.rdcpix.com/235134315/57812447f564f9ff95236c645425eecfl-m0xd-w480_h480_q80.jpg
f171d1469d834ed484720c11dbab004e,449900,USD,Mohamed Mohamed,3,,,https://ap.rdcpix.com/1594725589/ebf8000c2b054d6ef2e326766f583382l-m0xd-w480_h480_q80.jpg
bf01a75c942046469b5fcb7ca54b8767,1800000,USD,UNITED NATIONAL REALTY,4,,8000,https://ap.rdcpix.com/1372346295/a83787b5d4a0aed0b52d6ccc1131470dl-m0xd-w480_h480_q80.jpg
0827c89d5b114fb8bfd4870055d23da1,,,,,,,
a15fdb6127414a6bbaf5b66fab46619a,,,,,,,
