id,price,price_currency,manufacturer,beds,baths,lot_size,image_url
1bd893b4e6144022a59a8c4893053355,289998,USD,Precision Realty,3,2,9583,https://ap.rdcpix.com/785740114/a7335bbabeaff0e6cb61440b44eada37l-m0xd-w480_h480_q80.jpg
1163f50de6394150ae96a555bc603ac1,342000,USD,"Od Nevada Brokerage, Llc",4,,6534,https://ap.rdcpix.com/611828866/0c4244cd8a6ad8bc82d21bf977072b5al-m0xd-w480_h480_q80.jpg
dbe1ee70ce244a9299f98d782e087f71,299900,USD,Elite Realty,4,2,6970,https://ap.rdcpix.com/1383800614/6e1a39e5019ab0a824b02a6931ba8382l-m0xd-w480_h480_q80.jpg
e3ee335ca0ea4b10a487efa1691dfb1a,,,,,,,
4c5104cb88f4400b9d2e5c4dc6a78949,,,,,,,
5968e77472824016a4c5ddc3928716a8,560000,USD,Haines And Krieger Realty,4,,,https://ap.rdcpix.com/1006788270/b488bd1dd0a5168987bbfc64b49a5cddl-m0xd-w480_h480_q80.jpg
d897f4750c094d6f89c6bfca15682009,280000,USD,Nationwide Realty Llc,3,2,6534,https://ap.rdcpix.com/250752486/e4c4417de224e6af3872579bd6f92e94l-m0xd-w480_h480_q80.jpg
dc8822b1fea14edf98cbb5c02fe410bf,350000,USD,Realty ONE Group - SUMMERLIN,2,2,,https://ap.rdcpix.com/2082520689/7e1287871151a44663908a53c199b462l-m0xd-w480_h480_q80.jpg
cc201323e89a4c60aa417e97c323a8b6,599900,USD,Platinum R.E. Professionals,5,3,,https://ap.rdcpix.com/2043329878/16bae83576ae53ed85f6a4523a817d78l-m0xd-w480_h480_q80.jpg
84de8b74595f4ced83a5b69a66522161,307000,USD,EXP Realty,4,3,4356,https://ap.rdcpix.com/212442453/42c0a5d524226d07cef9a6a1954593e5l-m0xd-w480_h480_q80.jpg
ddcbd4cbeebf44c48c743eed052804c7,272500,USD,"Od Nevada Brokerage, Llc",4,2,6098,https://ap.rdcpix.com/1581353674/046a115f2da52634839708da3ad2ccdel-m0xd-w480_h480_q80.jpg
369c2b572e4d44dc901ba6d39e22edc1,999000,USD,Re/Max Central,4,,,https://ap.rdcpix.com/376187965/a3cbaf8aac8d0fab82acd5bc36659c84l-m0xd-w480_h480_q80.jpg
a61ce6c4aa2a4b62bc6057e036d2517d,325000,USD,"Vegas Homes Realty, LLC",4,2,8276,https://ap.rdcpix.com/1322950612/43d09a30058783309c793546f500e8f7l-m0xd-w480_h480_q80.jpg
f72dc0c822f14b84ae3f9648950cc116,,,,,,,
fa48a544ef6e4f788b0422048e30c1ad,,,,,,,
f8ed52daf2e14d1c858271615b692e73,568900,USD,Life Realty,3,,8276,https://ap.rdcpix.com/23966184/3e2a7551d0eb5fabbfe3cccd204d0ed6l-m0xd-w480_h480_q80.jpg
6c37fb08d57940bf8b1ca483e0b52d09,229000,USD,Bhhs Nevada Properties,3,1,7405,https://ap.rdcpix.com/2010132457/b30b58aa338b9c56788462cdfaae9516l-m0xd-w480_h480_q80.jpg
36abc994bf4d4ee0ac7452fbd4702a6c,259900,USD,Easy Street Realty Las Vegas,3,2,3049,https://ap.rdcpix.com/1926798561/811b9adaee2ce7dc35509aa6496c83c6l-m0xd-w480_h480_q80.jpg
0a05444f3e1d425fb386ae7f3921b642,339900,USD,Rebbeck Realty,3,2,7841,https://ap.rdcpix.com/416659220/18f407b508070d00672a10f338514540l-m0xd-w480_h480_q80.jpg
5a0d4e67d39c4638ab85eed23d70bb65,275000,USD,Signature Real Estate Group,3,2,5227,https://ap.rdcpix.com/310210660/6198442fe7352226d7248779facd45b3l-m0xd-w480_h480_q80.jpg
6f28bd9c5459485b861362627351d0ef,275000,USD,Livello Realty,1,1,,https://ap.rdcpix.com/1558498813/107ddcc26423ca0b21f616ff3ca5396bl-m0xd-w480_h480_q80.jpg
403bff86cbdc4de49b16e52afdc1ccc1,345000,USD,Century 21 Americana,6,4,,https://ap.rdcpix.com/1418696509/f4c08a678edef772e147912d52356109l-m0xd-w480_h480_q80.jpg
