id,price,price_currency,manufacturer,beds,baths,lot_size,image_url
b2e920c594b644e4b4accdf9bf7e34e1,849000,USD,Ditommaso Real Estate,4,3,5000,https://ap.rdcpix.com/1422102260/2b4a3b24ded9dcb1b907823c92a3e940l-m0xd-w480_h480_q80.jpg
e804144623584dc0b090deecddb6df14,994900,USD,"Robert Defalco Realty, Inc.",4,,4000,https://ap.rdcpix.com/602383311/bc0527f14f92c3b172117f7ea5849cbal-m0xd-w480_h480_q80.jpg
3e90ee198d514624be45c4e617a907f9,595000,USD,Eden7 Realty Inc,5,,3883,https://ap.rdcpix.com/5011526/c8a2248a09cddcd1b3be93f368e57cbel-m0xd-w480_h480_q80.jpg
037f08efe71244419f97ce1d74a9a618,,,,,,,
a5965bf0c7784b33a743be27d5393b2c,,,,,,,
4388d8a919aa423fa6336bcb8b46f7aa,699000,USD,The Corcoran Group,2,2,,https://ap.rdcpix.com/1844398381/ab0aa140acf47dd03b3d0994913c90fdl-m0xd-w480_h480_q80.jpg
ecaef29ac12f4de7804721ce2445cde4,799000,USD,Douglas Elliman - Scarsdale,4,,8712,https://p.rdcpix.com/v02/o1daf1b00-c0s.gif
85030fbcf1c147e2896fad9813bd1479,759999,USD,Laird Klein Realty Llc,3,2,5000,https://ap.rdcpix.com/1450674932/20b8ef48de1b82bd14b8b36862d7f18dl-m0xd-w480_h480_q80.jpg
6e9a49b9c8d84c3db7c48d88a43fcc6f,600000,USD,Neal Andrew,2,1,,https://maps.googleapis.com/maps/api/streetview?channel=feps-streetview&client=gme-movesalesinc&size=640x480&location=263%20E%2039th%20St%2C%20Brooklyn%2C%20NY%2011203&signature=pl28Hm-F0mB69JddzCehmBMcvUI=&metadata=hXNsAoyXcA110G_MjZBzJa_inJE=
9bdc312edd81445599545e6c8b293241,729000,USD,"Robert Defalco Realty, Inc.",4,,2851,https://ap.rdcpix.com/1176342057/74f0e8dae3d495bb012f457bab86bf7dl-m0xd-w480_h480_q80.jpg
7fb923a8fd2c4f0599508e676b3a0d39,1198000,USD,Corcoran Group (Chelsea/Flatiron),1,1,,https://ap.rdcpix.com/874951483/c9f13dcc8918f1dd49bdca7bb782c42ao-c0s.jpg
d6c29ecb03d247c78f01454443601c32,1325000,USD,Corcoran Group - East Side,2,1,,https://ap.rdcpix.com/874951483/c9f13dcc8918f1dd49bdca7bb782c42ao-c0s.jpg
bf0e25a5e97a4cc8ad62fd753ef2916a,1199000,USD,BERGEN BASIN REALTY,6,,4000,https://p.rdcpix.com/v03/oc4970d00-c0s.gif
76efbcbb784e499d972e95a04af8fe6c,,,,,,,
67c5a2978b3349f8bb425a34934265fe,,,,,,,
2f948d34b7ab4db6ac8086bed04214df,678000,USD,Keller Williams Rlty Landmark,2,1,1900,https://ap.rdcpix.com/127229209/fe5a2a3d60354a30eb08ca299a0f831fl-m0xd-w480_h480_q80.jpg
